Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº de Concluintes Participantes;Nº de Concluintes Participantes com nota no Enem;Proporção de Concluintes participantes com nota no Enem;Nota Bruta - IDD;IDD (Contínuo);IDD (Faixa);Observação
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;1830;FACULDADE ANHANGUERA DE PASSO FUNDO;;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1070127;Educação Presencial;4314100;PASSO FUNDO;RS;11;7;2;0.285714286;-1,51855;2,00645;3;
2018;1;ADMINISTRAÇÃO;13743;FACULDADE PITÁGORAS DE GOVERNADOR VALADARES;PIT GV;Faculdade;Privada com fins lucrativos;1070317;Educação Presencial;3127701;GOVERNADOR VALADARES;MG;48;35;28;0.8;-0,54611;2,32463;3;
2018;22;CIÊNCIAS CONTÁBEIS;13743;FACULDADE PITÁGORAS DE GOVERNADOR VALADARES;PIT GV;Faculdade;Privada com fins lucrativos;1070318;Educação Presencial;3127701;GOVERNADOR VALADARES;MG;52;43;37;0.860465116;-1,50008;1,84202;2;
2018;38;SERVIÇO SOCIAL;2150;FACULDADE DO PIAUÍ;FAPI;Faculdade;Privada com fins lucrativos;1070483;Educação Presencial;2211001;TERESINA;PI;45;34;28;0.823529412;-0,44414;2,33028;3;
2018;84;TECNOLOGIA EM MARKETING;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1070572;Educação a Distância;3550308;SAO PAULO;SP;50;33;9;0.272727273;-0,48465;2,65398;3;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Centro Universitário;Privada com fins lucrativos;1070591;Educação Presencial;2927408;SALVADOR;BA;13;11;10;0.909090909;-3,26479;1,55126;2;
2018;84;TECNOLOGIA EM MARKETING;396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Centro Universitário;Privada com fins lucrativos;1070592;Educação Presencial;2927408;SALVADOR;BA;12;10;9;0.9;-3,63254;1,86895;2;
2018;85;TECNOLOGIA EM PROCESSOS GERENCIAIS;396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Centro Universitário;Privada com fins lucrativos;1070597;Educação Presencial;2927408;SALVADOR;BA;3;2;2;1;7,72832;4,63602;5;
2018;94;TECNOLOGIA EM LOGÍSTICA;396;Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Centro Universitário;Privada com fins lucrativos;1070598;Educação Presencial;2927408;SALVADOR;BA;20;15;15;1;-0,52802;2,25159;3;
2018;1;ADMINISTRAÇÃO;12247;Escola de Direito e de Administração Pública do IDP;EDAP;Faculdade;Privada com fins lucrativos;1070606;Educação Presencial;5300108;BRASILIA;DF;26;23;18;0.782608696;-0,50732;2,34075;3;
2018;18;PSICOLOGIA;3304;FACULDADES INTEGRADAS DE PATOS;FIP;Faculdade;Privada com fins lucrativos;1070620;Educação Presencial;2510808;PATOS;PB;76;73;62;0.849315068;0,02635;2,65960;3;
2018;18;PSICOLOGIA;3615;FACULDADE PERNAMBUCANA DE SAÚDE;FPS;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1070648;Educação Presencial;2611606;RECIFE;PE;46;43;35;0.813953488;-2,58017;0,86362;1;
2018;38;SERVIÇO SOCIAL;1854;CLARETIANO - FACULDADE - CLARETIANORC;CLARETIANORC;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1070721;Educação Presencial;3543907;RIO CLARO;SP;2;2;1;0.5;;;SC;
2018;22;CIÊNCIAS CONTÁBEIS;4742;Faculdade Uninassau Olinda - Nassau Olinda;;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1070763;Educação Presencial;2609600;OLINDA;PE;33;17;10;0.588235294;-0,99726;2,05301;3;
2018;94;TECNOLOGIA EM LOGÍSTICA;2122;Estácio FASE - Faculdade Estácio de Sergipe;Estácio FASE;Faculdade;Privada com fins lucrativos;1071054;Educação Presencial;2800308;ARACAJU;SE;19;15;8;0.533333333;-2,29995;1,80061;2;
2018;102;TECNOLOGIA EM COMÉRCIO EXTERIOR;3443;FACULDADE INEDI;CESUCA;Faculdade;Privada com fins lucrativos;1071067;Educação Presencial;4303103;CACHOEIRINHA;RS;17;17;11;0.647058824;2,22442;3,07422;4;
2018;94;TECNOLOGIA EM LOGÍSTICA;898;CENTRO UNIVERSITÁRIO SANTA RITA;UNISANTARITA;Centro Universitário;Privada sem fins lucrativos;1071081;Educação Presencial;3550308;SAO PAULO;SP;12;11;3;0.272727273;0,40842;2,48993;3;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;5312;Centro Universitário UNIFAAT;;Centro Universitário;Privada com fins lucrativos;1071264;Educação Presencial;3504107;ATIBAIA;SP;63;38;19;0.5;-0,33460;2,31507;3;
2018;18;PSICOLOGIA;4652;FACULDADE ANHANGÜERA DE SÃO JOSÉ;;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1071309;Educação Presencial;3549904;SAO JOSE DOS CAMPOS;SP;79;71;44;0.61971831;0,06353;2,68522;3;
2018;1;ADMINISTRAÇÃO;3396;FACULDADE LS;FACELS;Faculdade;Privada com fins lucrativos;1071696;Educação Presencial;5300108;BRASILIA;DF;36;31;27;0.870967742;-0,17447;2,47908;3;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;3396;FACULDADE LS;FACELS;Faculdade;Privada com fins lucrativos;1071708;Educação Presencial;5300108;BRASILIA;DF;51;48;40;0.833333333;-1,18276;2,03822;3;
2018;22;CIÊNCIAS CONTÁBEIS;5518;FACULDADE GUARAPUAVA;FG;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1071940;Educação Presencial;4109401;GUARAPUAVA;PR;41;36;25;0.694444444;-0,35334;2,32321;3;
2018;94;TECNOLOGIA EM LOGÍSTICA;5312;Centro Universitário UNIFAAT;;Centro Universitário;Privada com fins lucrativos;1072001;Educação Presencial;3504107;ATIBAIA;SP;45;22;16;0.727272727;1,35861;2,73177;3;
2018;103;TECNOLOGIA EM DESIGN DE INTERIORES;4530;CENTRO UNIVERSITÁRIO TIRADENTES;FITS;Centro Universitário;Privada com fins lucrativos;1072422;Educação Presencial;2704302;MACEIO;AL;5;4;1;0.25;;;SC;
2018;101;TEOLOGIA;13643;FACULDADES EVANGÉLICAS INTEGRADAS CANTARES DE SALOMÃO;FEICS;Faculdade;Privada sem fins lucrativos;1072452;Educação Presencial;5103403;CUIABA;MT;24;24;3;0.125;;;SC;
2018;94;TECNOLOGIA EM LOGÍSTICA;473;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO;FCEACDB;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1072460;Educação Presencial;3304201;RESENDE;RJ;18;16;10;0.625;1,65227;2,80651;3;
2018;1;ADMINISTRAÇÃO;13643;FACULDADES EVANGÉLICAS INTEGRADAS CANTARES DE SALOMÃO;FEICS;Faculdade;Privada sem fins lucrativos;1072620;Educação Presencial;5103403;CUIABA;MT;27;25;19;0.76;-0,51176;2,33890;3;
2018;103;TECNOLOGIA EM DESIGN DE INTERIORES;3805;FACULDADE DE TECNOLOGIA DA PARAÍBA;FATECPB;Faculdade;Privada com fins lucrativos;1073148;Educação Presencial;2503209;CABEDELO;PB;45;29;15;0.517241379;-0,95366;1,65186;2;
2018;38;SERVIÇO SOCIAL;1572;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA;Faculdade;Privada com fins lucrativos;1073240;Educação Presencial;2915601;ITAMARAJU;BA;13;13;13;1;1,45935;3,12096;4;
2018;93;TECNOLOGIA EM GESTÃO COMERCIAL;1851;ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS;EBAPE;Faculdade;Privada sem fins lucrativos;1073520;Educação a Distância;3304557;RIO DE JANEIRO;RJ;43;21;1;0.047619048;;;SC;
2018;106;TECNOLOGIA EM GESTÃO PÚBLICA;1851;ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS;EBAPE;Faculdade;Privada sem fins lucrativos;1073535;Educação a Distância;3304557;RIO DE JANEIRO;RJ;18;9;3;0.333333333;2,48371;3,04168;4;
2018;84;TECNOLOGIA EM MARKETING;1851;ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS;EBAPE;Faculdade;Privada sem fins lucrativos;1073623;Educação a Distância;3304557;RIO DE JANEIRO;RJ;37;21;4;0.19047619;;;SC;
2018;1;ADMINISTRAÇÃO;13828;FACULDADE ISEIB DE BELO HORIZONTE;FIBH;Faculdade;Privada com fins lucrativos;1073693;Educação Presencial;3106200;BELO HORIZONTE;MG;8;6;5;0.833333333;1,50532;3,17720;4;
2018;22;CIÊNCIAS CONTÁBEIS;13828;FACULDADE ISEIB DE BELO HORIZONTE;FIBH;Faculdade;Privada com fins lucrativos;1073694;Educação Presencial;3106200;BELO HORIZONTE;MG;14;14;8;0.571428571;-5,67990;0,08809;1;
2018;85;TECNOLOGIA EM PROCESSOS GERENCIAIS;13828;FACULDADE ISEIB DE BELO HORIZONTE;FIBH;Faculdade;Privada com fins lucrativos;1073699;Educação Presencial;3106200;BELO HORIZONTE;MG;9;9;6;0.666666667;3,84620;3,53414;4;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;13828;FACULDADE ISEIB DE BELO HORIZONTE;FIBH;Faculdade;Privada com fins lucrativos;1073700;Educação Presencial;3106200;BELO HORIZONTE;MG;38;35;16;0.457142857;0,34918;2,49330;3;
2018;105;TECNOLOGIA EM GESTÃO DA QUALIDADE;1892;FACULDADE ENIAC;ENIAC;Faculdade;Privada com fins lucrativos;1073744;Educação Presencial;3518800;GUARULHOS;SP;22;16;8;0.5;-0,82839;1,97976;3;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;12661;FACULDADE DE TECNOLOGIA SAINT PAUL;;Faculdade;Privada com fins lucrativos;1073805;Educação Presencial;3550308;SAO PAULO;SP;4;4;0;;;;SC;
2018;1;ADMINISTRAÇÃO;13832;FACULDADE SAGRADA FAMÍLIA;FASF;Faculdade;Privada sem fins lucrativos;1073855;Educação Presencial;4119905;PONTA GROSSA;PR;17;17;12;0.705882353;1,88875;3,33656;4;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;4097;FACULDADE DE TECNOLOGIA FTEC;FTEC Bento Gonçalves;Faculdade;Privada com fins lucrativos;1073876;Educação Presencial;4302105;BENTO GONCALVES;RS;11;10;6;0.6;-1,43571;1,96858;3;
2018;1;ADMINISTRAÇÃO;13796;FACULDADE DE PORTO FELIZ;;Faculdade;Privada com fins lucrativos;1073877;Educação Presencial;3540606;PORTO FELIZ;SP;12;11;8;0.727272727;0,09487;2,59102;3;
2018;1;ADMINISTRAÇÃO;945;Faculdade Funorte de Januária;;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1074019;Educação Presencial;3135209;JANUARIA;MG;19;17;14;0.823529412;-1,08685;2,09990;3;
2018;2;DIREITO;2571;CENTRO UNIVERSITÁRIO REDENTOR;FACREDENTOR;Centro Universitário;Privada sem fins lucrativos;1074020;Educação Presencial;3302205;ITAPERUNA;RJ;31;31;27;0.870967742;0,46139;2,87535;3;
2018;22;CIÊNCIAS CONTÁBEIS;1487;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO;UNIDOM - BOSCO;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1074143;Educação Presencial;4106902;CURITIBA;PR;27;25;16;0.64;-3,05526;1,18944;2;
2018;1;ADMINISTRAÇÃO;12928;FACULDADE CGESP;;Faculdade;Privada com fins lucrativos;1074320;Educação Presencial;5208707;GOIANIA;GO;1;1;0;;;;SC;
2018;106;TECNOLOGIA EM GESTÃO PÚBLICA;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Centro Universitário;Privada com fins lucrativos;1074413;Educação Presencial;5300108;BRASILIA;DF;12;3;1;0.333333333;;;SC;
2018;1;ADMINISTRAÇÃO;4097;FACULDADE DE TECNOLOGIA FTEC;FTEC Bento Gonçalves;Faculdade;Privada com fins lucrativos;1074416;Educação Presencial;4302105;BENTO GONCALVES;RS;6;5;4;0.8;3,86943;4,15973;5;
2018;803;JORNALISMO;3817;FACULDADE UNINASSAU JOÃO PESSOA;;Faculdade;Privada sem fins lucrativos;1074594;Educação Presencial;2507507;JOAO PESSOA;PB;108;52;44;0.846153846;-0,64229;2,25415;3;
2018;85;TECNOLOGIA EM PROCESSOS GERENCIAIS;3333;CENTRO UNIVERSITÁRIO UNIFTEC;;Centro Universitário;Privada com fins lucrativos;1074619;Educação a Distância;4305108;CAXIAS DO SUL;RS;37;23;4;0.173913043;;;SC;
2018;1;ADMINISTRAÇÃO;13648;FACULDADE DE SÃO MARCOS;FACSM;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1074656;Educação Presencial;4319000;SAO MARCOS;RS;9;9;1;0.111111111;;;SC;
2018;22;CIÊNCIAS CONTÁBEIS;13648;FACULDADE DE SÃO MARCOS;FACSM;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1074692;Educação Presencial;4319000;SAO MARCOS;RS;2;2;1;0.5;;;SC;
2018;105;TECNOLOGIA EM GESTÃO DA QUALIDADE;5285;FACULDADES INTEGRADAS DE TAQUARA;FACCAT;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1074711;Educação Presencial;4321204;TAQUARA;RS;9;9;3;0.333333333;0,72693;2,33238;3;
2018;93;TECNOLOGIA EM GESTÃO COMERCIAL;482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1074817;Educação a Distância;4204608;CRICIUMA;SC;5;2;1;0.5;;;SC;
2018;1;ADMINISTRAÇÃO;13883;FACULDADE MURIALDO;FAMUR;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1075349;Educação Presencial;4305108;CAXIAS DO SUL;RS;25;21;7;0.333333333;2,42358;3,55884;4;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;13865;FACULDADE SISTEMA DE ENSINO GAÚCHO;FASEG;Faculdade;Privada com fins lucrativos;1075443;Educação Presencial;4314902;PORTO ALEGRE;RS;1;1;1;1;;;SC;
2018;2;DIREITO;832;FACULDADE ARQUIDIOCESANA DE CURVELO;FAC;Faculdade;Privada sem fins lucrativos;1075575;Educação Presencial;3120904;CURVELO;MG;91;83;63;0.759036145;-0,87289;1,96749;3;
2018;1;ADMINISTRAÇÃO;13782;FACULDADE DE SANTA CRUZ DA BAHIA;FSC;Faculdade;Privada com fins lucrativos;1075612;Educação Presencial;2914703;ITABERABA;BA;41;40;35;0.875;-1,75767;1,82110;2;
2018;38;SERVIÇO SOCIAL;3644;FACULDADE CATÓLICA SANTA TERESINHA;FCST;Faculdade;Privada com fins lucrativos;1075667;Educação Presencial;2402006;CAICO;RN;13;10;9;0.9;7,58979;5,00000;5;
2018;38;SERVIÇO SOCIAL;3625;Faculdade do Complexo Educacional Santo André;FACESA;Faculdade;Privada com fins lucrativos;1075668;Educação Presencial;2400208;ACU;RN;72;70;23;0.328571429;-2,15297;1,62046;2;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;1351;CENTRO UNIVERSITÁRIO SOCIESC;;Centro Universitário;Privada com fins lucrativos;1075730;Educação Presencial;4209102;JOINVILLE;SC;5;1;0;;;;SC;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;1351;CENTRO UNIVERSITÁRIO SOCIESC;;Centro Universitário;Privada com fins lucrativos;1075731;Educação Presencial;4209102;JOINVILLE;SC;20;18;14;0.777777778;1,65812;2,83450;3;
2018;93;TECNOLOGIA EM GESTÃO COMERCIAL;5285;FACULDADES INTEGRADAS DE TAQUARA;FACCAT;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1076047;Educação Presencial;4321204;TAQUARA;RS;8;8;3;0.375;3,29247;3,05152;4;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;1434;Centro Universitário de Itapira;Ceunit;Centro Universitário;Privada com fins lucrativos;1076117;Educação Presencial;3522604;ITAPIRA;SP;33;26;14;0.538461538;3,35609;3,27710;4;
2018;22;CIÊNCIAS CONTÁBEIS;13832;FACULDADE SAGRADA FAMÍLIA;FASF;Faculdade;Privada sem fins lucrativos;1076124;Educação Presencial;4119905;PONTA GROSSA;PR;21;18;15;0.833333333;-0,13643;2,41423;3;
2018;38;SERVIÇO SOCIAL;3784;INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE;IESRN;Faculdade;Privada com fins lucrativos;1076132;Educação Presencial;2408102;NATAL;RN;11;5;4;0.8;-2,48560;1,48229;2;
2018;104;TECNOLOGIA EM DESIGN GRÁFICO;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Centro Universitário;Privada com fins lucrativos;1076334;Educação Presencial;5300108;BRASILIA;DF;35;31;17;0.548387097;-1,29748;2,39490;3;
2018;38;SERVIÇO SOCIAL;1666;CENTRO UNIVERSITÁRIO UNIHORIZONTES;;Centro Universitário;Privada com fins lucrativos;1076468;Educação Presencial;3106200;BELO HORIZONTE;MG;66;64;52;0.8125;0,03130;2,52777;3;
2018;1;ADMINISTRAÇÃO;13889;FACULDADE ITAPURANGA;;Faculdade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1076643;Educação Presencial;5211206;ITAPURANGA;GO;4;4;4;1;-8,25530;;1;
2018;1;ADMINISTRAÇÃO;4429;FACULDADE UNIGRAN CAPITAL;UNIGRAN CAPITAL;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1076656;Educação Presencial;5002704;CAMPO GRANDE;MS;5;5;3;0.6;2,90463;3,75876;4;
2018;22;CIÊNCIAS CONTÁBEIS;4429;FACULDADE UNIGRAN CAPITAL;UNIGRAN CAPITAL;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1076657;Educação Presencial;5002704;CAMPO GRANDE;MS;20;20;12;0.6;0,02961;2,48390;3;
2018;104;TECNOLOGIA EM DESIGN GRÁFICO;1556;CENTRO UNIVERSITÁRIO SETE DE SETEMBRO;UNI7;Centro Universitário;Privada com fins lucrativos;1076748;Educação Presencial;2304400;FORTALEZA;CE;16;14;12;0.857142857;-0,94716;2,53207;3;
2018;1;ADMINISTRAÇÃO;13944;FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS;FAN;Faculdade;Privada com fins lucrativos;1077000;Educação Presencial;2704302;MACEIO;AL;11;10;6;0.6;0,65943;2,82565;3;
2018;2;DIREITO;12522;FACULDADE MOGIANA DO ESTADO DE SÃO PAULO;FAMOESP;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1077024;Educação Presencial;3530706;MOGI-GUACU;SP;22;20;3;0.15;;;SC;
2018;18;PSICOLOGIA;3543;FACULDADE NOVO HAMBURGO;FACULDADE IENH;Faculdade;Privada sem fins lucrativos;1077039;Educação Presencial;4313409;NOVO HAMBURGO;RS;8;8;7;0.875;2,03368;4,04272;5;
2018;1;ADMINISTRAÇÃO;13982;FACULDADE UNINASSAU BELÉM;;Faculdade;Privada com fins lucrativos;1077149;Educação Presencial;1501402;BELEM;PA;182;160;130;0.8125;-0,01177;2,54670;3;
2018;22;CIÊNCIAS CONTÁBEIS;13982;FACULDADE UNINASSAU BELÉM;;Faculdade;Privada com fins lucrativos;1077150;Educação Presencial;1501402;BELEM;PA;153;139;107;0.769784173;-0,11466;2,42337;3;
2018;2;DIREITO;13982;FACULDADE UNINASSAU BELÉM;;Faculdade;Privada com fins lucrativos;1077151;Educação Presencial;1501402;BELEM;PA;244;223;145;0.650224215;-0,02633;2,54350;3;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;13982;FACULDADE UNINASSAU BELÉM;;Faculdade;Privada com fins lucrativos;1077156;Educação Presencial;1501402;BELEM;PA;16;15;11;0.733333333;-1,11749;2,11099;3;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;1690;FACULDADE DE SÃO VICENTE;FSV;Faculdade;Privada com fins lucrativos;1077291;Educação Presencial;3551009;SAO VICENTE;SP;33;32;12;0.375;-0,24516;2,33838;3;
2018;2;DIREITO;1612;Faculdade Assis Gurgacz;FAG TOLEDO;Faculdade;Privada sem fins lucrativos;1077315;Educação Presencial;4127700;TOLEDO;PR;29;29;19;0.655172414;2,17090;4,03852;5;
2018;2;DIREITO;13809;FACULDADE SANTO AGOSTINHO DE SETE LAGOAS;FASASETE;Faculdade;Privada com fins lucrativos;1077555;Educação Presencial;3167202;SETE LAGOAS;MG;119;105;64;0.60952381;-0,53214;2,19934;3;
2018;13;CIÊNCIAS ECONÔMICAS;572;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;Universidade;Pessoa Jurídica de Direito Público - Federal;1077609;Educação Presencial;3301009;CAMPOS DOS GOYTACAZES;RJ;115;108;106;0.981481481;-0,27158;2,20970;3;
2018;83;TECNOLOGIA EM DESIGN DE MODA;294;FACULDADE TRÊS DE MAIO;SETREM;Faculdade;Privada sem fins lucrativos;1077618;Educação Presencial;4321808;TRES DE MAIO;RS;15;13;9;0.692307692;-0,74783;2,11322;3;
2018;1;ADMINISTRAÇÃO;13481;FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA;FRB-GV;Faculdade;Privada sem fins lucrativos;1077735;Educação Presencial;3513009;COTIA;SP;19;18;8;0.444444444;-0,66010;2,27725;3;
2018;2;DIREITO;3337;FACULDADE DE TECNOLOGIA DE TERESINA;FACULDADE CET;Faculdade;Privada com fins lucrativos;1077769;Educação Presencial;2211001;TERESINA;PI;14;14;5;0.357142857;1,65741;3,68914;4;
2018;94;TECNOLOGIA EM LOGÍSTICA;4784;FACULDADE CDL;;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1077956;Educação Presencial;2304400;FORTALEZA;CE;57;49;25;0.510204082;-0,38418;2,28820;3;
2018;18;PSICOLOGIA;2023;Centro Universitário FG;UNIFG;Centro Universitário;Privada com fins lucrativos;1078380;Educação Presencial;2911709;GUANAMBI;BA;94;88;74;0.840909091;0,34994;2,88256;3;
2018;22;CIÊNCIAS CONTÁBEIS;1879;Centro Universitário UNIFACEAR;;Centro Universitário;Privada com fins lucrativos;1078460;Educação Presencial;4101804;ARAUCARIA;PR;64;53;43;0.811320755;0,30204;2,59822;3;
2018;104;TECNOLOGIA EM DESIGN GRÁFICO;3332;FACULDADE DE TECNOLOGIA SENAC RIO;FATEC;Faculdade;Privada sem fins lucrativos;1078530;Educação Presencial;3304557;RIO DE JANEIRO;RJ;40;35;17;0.485714286;1,12736;3,34440;4;
2018;87;TECNOLOGIA EM GESTÃO FINANCEIRA;1273;Centro Universitário Campo Limpo Paulista;UNIFACCAMP;Centro Universitário;Privada com fins lucrativos;1078542;Educação Presencial;3509601;CAMPO LIMPO PAULISTA;SP;11;10;1;0.1;;;SC;
2018;2;DIREITO;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Universidade;Pessoa Jurídica de Direito Público - Federal;1078717;Educação Presencial;3305554;SEROPEDICA;RJ;66;58;51;0.879310345;0,23913;2,72412;3;
2018;2;DIREITO;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Universidade;Pessoa Jurídica de Direito Público - Federal;1078718;Educação Presencial;3303500;NOVA IGUACU;RJ;41;33;32;0.96969697;0,41819;2,84596;3;
2018;2;DIREITO;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Universidade;Pessoa Jurídica de Direito Público - Federal;1078719;Educação Presencial;3306008;TRES RIOS;RJ;56;44;40;0.909090909;-0,20506;2,42190;3;
2018;1;ADMINISTRAÇÃO;14069;FACULDADE DE TECNOLOGIA PORTO SUL;FAPS;Faculdade;Privada com fins lucrativos;1078744;Educação Presencial;3541000;PRAIA GRANDE;SP;21;18;9;0.5;-0,99820;2,13674;3;
2018;86;TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;14069;FACULDADE DE TECNOLOGIA PORTO SUL;FAPS;Faculdade;Privada com fins lucrativos;1078746;Educação Presencial;3541000;PRAIA GRANDE;SP;10;8;2;0.25;-0,72367;2,21365;3;
2018;94;TECNOLOGIA EM LOGÍSTICA;14069;FACULDADE DE TECNOLOGIA PORTO SUL;FAPS;Faculdade;Privada com fins lucrativos;1078747;Educação Presencial;3541000;PRAIA GRANDE;SP;5;5;1;0.2;;;SC;
2018;22;CIÊNCIAS CONTÁBEIS;2538;FACULDADE VENDA NOVA DO IMIGRANTE;FAVENI;Faculdade;Privada com fins lucrativos;1078773;Educação Presencial;3205069;VENDA NOVA DO IMIGRANTE;ES;10;9;8;0.888888889;5,06186;4,59553;5;
2018;84;TECNOLOGIA EM MARKETING;1273;Centro Universitário Campo Limpo Paulista;UNIFACCAMP;Centro Universitário;Privada com fins lucrativos;1078846;Educação Presencial;3509601;CAMPO LIMPO PAULISTA;SP;15;13;4;0.307692308;1,55784;3,16333;4;
2018;94;TECNOLOGIA EM LOGÍSTICA;2123;CENTRO UNIVERSITÁRIO MAX PLANCK;;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1079060;Educação Presencial;3520509;INDAIATUBA;SP;22;18;12;0.666666667;6,71720;4,09561;5;
2018;85;TECNOLOGIA EM PROCESSOS GERENCIAIS;1690;FACULDADE DE SÃO VICENTE;FSV;Faculdade;Privada com fins lucrativos;1079171;Educação Presencial;3551009;SAO VICENTE;SP;13;11;6;0.545454545;1,12014;2,76039;3;
2018;101;TEOLOGIA;14097;FACULDADE REFIDIM;Refidim;Faculdade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;1080161;Educação Presencial;4209102;JOINVILLE;SC;25;19;4;0.210526316;-1,21166;2,12075;3;
2018;85;TECNOLOGIA EM PROCESSOS GERENCIAIS;14158;FACULDADE DE TECNOLOGIA DE NOVO CABRAIS;;Faculdade;Privada com fins lucrativos;1080653;Educação Presencial;4313391;NOVO CABRAIS;RS;8;8;4;0.5;3,73836;3,50354;4;
2018;22;CIÊNCIAS CONTÁBEIS;13811;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS;;Faculdade;Privada com fins lucrativos;1080800;Educação Presencial;3304557;RIO DE JANEIRO;RJ;2;2;1;0.5;;;SC;
2018;1;ADMINISTRAÇÃO;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Universidade;Privada sem fins lucrativos;1081074;Educação Presencial;4312401;MONTENEGRO;RS;33;33;22;0.666666667;0,54299;2,77726;3;
